3023 獺ü -- 20170528-99999999																				
																				
るら	秨絃基(じ)	程蔼基(じ)	程基(じ)	Μ絃基(じ)	Θユ秖()	Θユ(じ)	厨筍瞯	秅锣瞯	瑈硄计()	カ(κ窾じ)	程处ボ禦基	程处ボ芥基	厨筍瞯-Ln	カゑ	Θユゑ	Θユ掸计(掸)	セ痲ゑ-TSE	セ痲ゑ-TEJ	基瞓ゑ-TSE	基瞓ゑ-TEJ
2020/7/10	162	166.5	158.5	165	2459 	"402,322"	2.4845	1.0564	"232,777"	"38,408"	165	165.5	2.4541	0.105	0.165	"2,023"	21.29	21.4465	4.82	4.8189
2020/7/9	164	164	160.5	161	1457 	"235,515"	-1.5291	0.6259	"232,777"	"37,477"	161	161.5	-1.5409	0.102	0.1	"1,181"	20.77	20.9266	4.7	4.7021
2020/7/8	161.5	163.5	160	163.5	906 	"147,221"	1.5528	0.3892	"232,777"	"38,059"	163	163.5	1.5409	0.103	0.066	777	21.1	21.2515	4.77	4.7751
2020/7/7	165	165	158.5	161	1490 	"240,738"	-0.9231	0.6401	"232,777"	"37,477"	160.5	161	-0.9274	0.102	0.095	"1,280"	20.77	20.9266	4.7	4.7021
2020/7/6	160	163	158.5	162.5	2051 	"330,203"	2.5237	0.8811	"232,777"	"37,826"	162.5	163	2.4923	0.103	0.144	"1,571"	20.97	21.1215	4.74	4.7459
2020/7/3	160	163	156.5	158.5	3494 	"556,152"	-0.3145	1.501	"232,777"	"36,895"	158.5	159	-0.315	0.102	0.276	"2,624"	20.45	20.6016	4.63	4.6291
2020/7/2	155	160	153.5	159	4137 	"649,758"	4.9505	1.7772	"232,777"	"37,011"	158.5	159	4.8319	0.104	0.371	"2,958"	20.52	20.6666	4.64	4.6437
2020/7/1	150	154.5	150	151.5	1934 	"294,122"	1.6779	0.8308	"232,777"	"35,265"	151.5	152	1.6639	0.099	0.166	"1,398"	19.55	19.6918	4.42	4.4246
2020/6/30	149.5	149.5	147.5	149	851 	"126,299"	0	0.3656	"232,777"	"34,683"	148.5	149	0	0.098	0.069	647	19.23	19.3668	4.35	4.3516
2020/6/29	151	151	147.5	149	1105 	"164,711"	-2.2951	0.4747	"232,777"	"34,683"	148.5	149	-2.3218	0.099	0.085	896	19.23	19.3668	4.35	4.3516
2020/6/24	152	153	150.5	152.5	1342 	"203,687"	0.9934	0.5765	"232,777"	"35,498"	152	152.5	0.9885	0.1	0.106	"1,021"	19.68	19.8217	4.45	4.4538
2020/6/23	147.5	153.5	147.5	151	2045 	"309,211"	2.7211	0.8785	"232,777"	"35,149"	150.5	151	2.6847	0.1	0.164	"1,576"	19.48	19.6268	4.41	4.41
2020/6/22	146.5	148.5	145	147	1410 	"206,812"	0.6849	0.6057	"232,777"	"34,218"	146.5	147	0.6826	0.098	0.121	"1,027"	18.97	19.1069	4.29	4.2932
2020/6/19	149	149.5	146	146	1613 	"237,412"	-2.0134	0.6929	"232,777"	"33,985"	146	147	-2.034	0.097	0.098	"1,241"	18.84	18.9769	4.26	4.264
2020/6/18	149	150	147.5	149	794 	"117,953"	-0.3344	0.3411	"232,777"	"34,683"	148.5	149	-0.335	0.099	0.068	659	19.23	19.3668	4.35	4.3516
2020/6/17	150.5	151	147	149.5	821 	"121,956"	-0.6645	0.3527	"232,777"	"34,800"	149	149.5	-0.6667	0.1	0.075	668	19.29	19.4318	4.36	4.3662
2020/6/16	149	152	148.5	150.5	630 	"94,625"	2.381	0.2706	"232,777"	"35,032"	149.5	150.5	2.353	0.1	0.057	510	19.42	19.5618	4.39	4.3954
2020/6/15	150.5	151.5	147	147	1024 	"152,123"	-2	0.4399	"232,777"	"34,218"	147	147.5	-2.0203	0.1	0.093	776	18.97	19.1069	4.29	4.2932
2020/6/12	146	150	143	150	996 	"146,788"	0.6711	0.4279	"232,777"	"34,916"	149.5	150	0.6689	0.101	0.084	806	19.35	19.4968	4.38	4.3808
2020/6/11	154	154.5	148	149	1953 	"294,111"	-3.2468	0.839	"232,777"	"34,683"	149	149.5	-3.3006	0.099	0.131	"1,372"	15.58	19.3668	3.27	4.3516
2020/6/10	152.5	154	152	154	995 	"152,458"	0.9836	0.4274	"232,777"	"35,847"	153.5	154	0.9788	0.101	0.085	702	19.87	20.0167	4.5	4.4976
2020/6/9	153	153.5	151.5	152.5	764 	"116,423"	0.3289	0.3282	"232,777"	"35,498"	152	152.5	0.3284	0.101	0.071	644	19.68	19.8217	4.45	4.4538
2020/6/8	154	155	151.5	152	1240 	"189,173"	-0.9772	0.5327	"232,777"	"35,382"	152	152.5	-0.982	0.101	0.1	952	19.61	19.7567	4.44	4.4392
2020/6/5	156.5	157.5	153	153.5	1704 	"262,887"	-1.6026	0.732	"232,777"	"35,731"	153	153.5	-1.6155	0.103	0.155	"1,370"	19.81	19.9517	4.48	4.483
2020/6/4	158	161.5	156	156	3768 	"598,253"	0.9709	1.6187	"232,777"	"36,313"	156	157	0.9662	0.105	0.312	"2,722"	20.13	20.2767	4.55	4.5561
2020/6/3	152.5	157	151	154.5	2551 	"393,951"	3.6913	1.0959	"232,777"	"35,964"	154	154.5	3.6248	0.105	0.198	"2,048"	19.23	20.0817	4.35	4.5122
2020/6/2	148	149.5	148	149	1011 	"150,297"	-0.6667	0.4343	"232,777"	"34,683"	149	149.5	-0.6689	0.103	0.088	780	19.23	19.3668	4.35	4.3516
2020/6/1	151	152	148.5	150	1254 	"188,087"	-0.3322	0.5387	"232,777"	"34,916"	149.5	150	-0.3328	0.104	0.123	"1,000"	19.35	19.4968	4.38	4.3808
2020/5/29	152.5	157.5	150.5	150.5	3137 	"482,857"	-0.3311	1.3476	"232,777"	"35,032"	150.5	151	-0.3317	0.106	0.234	"2,350"	19.42	21.7022	4.39	4.8088
2020/5/28	149.5	151.5	148.5	151	898 	"134,692"	2.027	0.3858	"232,777"	"35,149"	150.5	151	2.0068	0.106	0.084	745	19.48	21.7743	4.41	4.8248
2020/5/27	150.5	153.5	148	148	1145 	"172,083"	-0.6711	0.4919	"232,777"	"34,450"	148	148.5	-0.6734	0.103	0.116	892	19.1	21.3417	4.32	4.7289
2020/5/26	151	152	148.5	149	576 	"86,673"	-0.6667	0.2474	"232,777"	"34,683"	149	149.5	-0.6689	0.104	0.051	498	19.23	21.4859	4.35	4.7609
2020/5/25	147.5	150	146	150	735 	"108,967"	2.3891	0.3158	"232,777"	"34,916"	149.5	150	2.361	0.106	0.078	619	19.35	21.6301	4.38	4.7928
2020/5/22	152	152	146.5	146.5	1522 	"226,375"	-3.9344	0.6538	"232,777"	"34,101"	146.5	147	-4.0139	0.104	0.137	"1,257"	18.9	21.1254	4.28	4.681
2020/5/21	148	154.5	147.5	152.5	2494 	"378,380"	3.7415	1.0714	"232,777"	"35,498"	152	153	3.6732	0.106	0.234	"1,904"	19.68	21.9906	4.45	4.8727
2020/5/20	149	152	146.5	147	2148 	"319,876"	0.3413	0.9228	"232,777"	"34,218"	147	147.5	0.3407	0.104	0.196	"1,648"	18.97	21.1975	4.29	4.697
2020/5/19	150.5	153	146.5	146.5	2839 	"424,073"	-2.0067	1.2196	"232,777"	"34,101"	146.5	147	-2.0271	0.104	0.237	"2,127"	18.9	21.1254	4.28	4.681
2020/5/18	144	149.5	142	149.5	3424 	"504,317"	5.2817	1.4709	"232,777"	"34,800"	149	149.5	5.1469	0.107	0.274	"2,274"	19.29	21.558	4.36	4.7768
2020/5/15	142.5	143	139	142	986 	"139,328"	0.7092	0.4236	"232,777"	"33,054"	142	142.5	0.7067	0.101	0.085	830	19.29	20.4765	4.36	4.5372
2020/5/14	143	144.5	140	141	884 	"125,696"	-0.7042	0.3798	"232,777"	"32,821"	141	141.5	-0.7067	0.1	0.073	773	18.19	20.3323	4.12	4.5053
2020/5/13	142	144	141.5	142	752 	"107,112"	-1.3889	0.3231	"232,777"	"33,054"	142	142.5	-1.3986	0.1	0.068	660	18.32	20.4765	4.14	4.5372
2020/5/12	144	144.5	139	144	1034 	"146,886"	1.0526	0.4442	"232,777"	"33,519"	143.5	144	1.0471	0.102	0.09	800	18.58	20.7649	4.2	4.6011
2020/5/11	145.5	145.5	142.5	142.5	756 	"108,841"	-1.0417	0.3248	"232,777"	"33,170"	142.5	143.5	-1.0471	0.099	0.069	614	18.39	20.5486	4.16	4.5532
2020/5/8	148	148.5	143.5	144	1071 	"155,650"	-2.3729	0.4601	"232,777"	"33,519"	144	144.5	-2.4015	0.101	0.088	888	18.58	20.7649	4.2	4.6011
2020/5/7	146.5	151	146	147.5	3072 	"455,742"	1.7241	1.3197	"232,777"	"34,334"	147	147.5	1.7094	0.105	0.289	"1,971"	19.03	21.2696	4.31	4.7129
2020/5/6	147	147.5	143.5	145	1886 	"274,598"	-0.3436	0.8102	"232,777"	"33,752"	145	145.5	-0.3442	0.103	0.164	"1,341"	18.71	20.9091	4.23	4.6331
2020/5/5	147.5	149	143	145.5	1904 	"277,406"	-1.0204	0.818	"232,777"	"33,869"	145.5	146	-1.0257	0.104	0.165	"1,436"	18.77	20.9812	4.25	4.649
2020/5/4	142.5	147	142	147	1441 	"208,930"	0.3413	0.619	"232,777"	"34,218"	146.5	147	0.3407	0.105	0.122	"1,122"	18.97	21.1975	4.29	4.697
2020/4/30	150	150.5	145	146.5	1688 	"248,187"	-1.6779	0.7252	"232,777"	"34,101"	146.5	147	-1.6921	0.102	0.116	"1,350"	18.9	21.1254	4.28	4.681
2020/4/29	146.5	149	145	149	2512 	"369,428"	1.3605	1.0791	"232,777"	"34,683"	148.5	149	1.3514	0.106	0.203	"2,073"	19.23	21.4859	4.35	4.7609
2020/4/28	142	147	139	147	4480 	"643,383"	5.7554	1.9246	"232,777"	"34,218"	146.5	147	5.5959	0.106	0.377	"3,441"	18.97	21.1975	4.29	4.697
2020/4/27	134	140	133.5	139	4149 	"570,871"	5.303	1.7824	"232,777"	"32,356"	138.5	139	5.1672	0.101	0.347	"2,973"	17.94	20.0439	4.06	4.4413
2020/4/24	135	135.5	131.5	132	2794 	"371,434"	-2.2222	1.2003	"232,777"	"30,726"	131.5	132	-2.2473	0.098	0.318	"1,964"	17.03	19.0345	3.85	4.2177
2020/4/23	130.5	135	130	135	4914 	"654,208"	5.0584	2.111	"232,777"	"31,424"	134.5	135	4.9346	0.1	0.459	"3,466"	18.27	19.4671	4.18	4.3135
2020/4/22	128	128.5	126.5	128.5	627 	"80,008"	0.3906	0.2694	"232,777"	"29,911"	128	128.5	0.3899	0.096	0.059	562	17.39	18.5298	3.97	4.1059
2020/4/21	126.5	131.5	126.5	128	1272 	"163,871"	0.7874	0.5464	"232,777"	"29,795"	127.5	128	0.7843	0.096	0.099	994	17.32	18.4577	3.96	4.0899
2020/4/20	127	128.5	126.5	127	513 	"65,380"	0	0.2204	"232,777"	"29,562"	127	127.5	0	0.092	0.052	481	17.19	18.3135	3.93	4.0579
2020/4/17	133	134	127	127	1712 	"223,087"	-2.682	0.7355	"232,777"	"29,562"	127	127.5	-2.7186	0.092	0.105	"1,403"	17.19	18.3135	3.93	4.0579
2020/4/16	127	133.5	126.5	130.5	1620 	"210,473"	1.9531	0.6959	"232,777"	"30,377"	130.5	131	1.9343	0.097	0.145	"1,317"	17.66	18.8182	4.04	4.1698
2020/4/15	128	129	127.5	128	593 	"76,145"	0.7874	0.2548	"232,777"	"29,795"	128	128.5	0.7843	0.094	0.042	520	17.32	18.4577	3.96	4.0899
2020/4/14	127	128	126	127	664 	"84,401"	1.1952	0.2853	"232,777"	"29,562"	126.5	127	1.1881	0.095	0.06	537	17.19	18.3135	3.93	4.0579
2020/4/13	125.5	127.5	124.5	125.5	626 	"78,947"	0.8032	0.2689	"232,777"	"29,213"	125.5	126	0.8	0.096	0.076	518	16.98	18.0972	3.88	4.01
2020/4/10	125.5	128.5	124.5	124.5	709 	"89,277"	-0.4	0.3046	"232,777"	"28,980"	124.5	125	-0.4008	0.094	0.081	592	16.85	17.953	3.85	3.978
2020/4/9	127.5	129.5	125	125	991 	"125,393"	-1.5748	0.4257	"232,777"	"29,097"	125	125.5	-1.5873	0.095	0.083	862	16.91	18.0251	3.87	3.994
2020/4/8	129	130	125.5	127	1831 	"232,580"	-1.5504	0.7866	"232,777"	"29,562"	126.5	127	-1.5625	0.096	0.151	"1,328"	17.19	18.3135	3.93	4.0579
2020/4/7	134	135.5	129	129	3155 	"416,002"	-0.7692	1.3554	"232,777"	"30,028"	129	129.5	-0.7722	0.099	0.265	"2,285"	17.46	18.6019	3.99	4.1218
2020/4/6	126	130.5	123	130	2895 	"369,614"	4	1.2437	"232,777"	"30,261"	130	130.5	3.9221	0.102	0.272	"1,879"	17.59	18.7461	4.02	4.1538
2020/4/1	125.5	128	123.5	125	1183 	"148,021"	-0.3984	0.5082	"232,777"	"29,097"	124.5	125	-0.3992	0.1	0.14	"1,005"	16.91	18.0251	3.87	3.994
2020/3/31	121.5	130	121	125.5	4317 	"545,253"	4.1494	1.8546	"232,777"	"29,213"	125	126	4.0656	0.1	0.413	"2,524"	16.98	18.0954	3.88	4.0096
2020/3/30	115.5	122	115.5	120.5	1400 	"167,166"	2.9915	0.6015	"232,754"	"28,046"	120	120.5	2.9476	0.096	0.156	"1,087"	16.31	17.3745	3.73	3.8499
2020/3/27	120.5	122	116.5	117	1624 	"193,771"	0.8621	0.6977	"232,754"	"27,232"	117	117.5	0.8584	0.093	0.121	"1,345"	15.83	16.8698	3.62	3.738
2020/3/26	120.5	121.5	115.5	116	1571 	"185,032"	-2.1097	0.675	"232,754"	"26,999"	116	116.5	-2.1323	0.092	0.138	"1,247"	15.7	16.7256	3.59	3.7061
2020/3/25	116.5	118.5	114	118.5	2340 	"273,899"	9.7222	1.0054	"232,754"	"27,581"	118.5	-	9.2782	0.095	0.171	"1,619"	16.04	17.0861	3.67	3.786
2020/3/24	103.5	108	103	108	1298 	"138,588"	9.5335	0.5577	"232,754"	"25,137"	108	-	9.106	0.09	0.106	731	14.61	15.5722	3.34	3.4505
2020/3/23	95.6	104	95	98.6	2384 	"236,140"	-2.3762	1.0243	"232,754"	"22,949"	98.6	98.8	-2.4049	0.085	0.185	"1,565"	13.34	14.2168	3.05	3.1502
2020/3/20	93.9	101	93.9	101	2536 	"250,521"	9.7826	1.0896	"232,754"	"23,508"	101	-	9.3332	0.084	0.122	"1,381"	14.01	14.5629	3.18	3.2268
2020/3/19	99.5	100.5	91.9	92	2708 	"255,426"	-9.8039	1.1635	"232,754"	"21,413"	92	92.3	-10.3184	0.082	0.113	"2,043"	12.76	13.2652	2.9	2.9393
2020/3/18	102	104.5	100	102	2928 	"299,880"	1.4925	1.258	"232,754"	"23,740"	102	102.5	1.4815	0.085	0.164	"2,157"	14.15	14.707	3.21	3.2588
2020/3/17	97.1	104.5	97.1	100.5	2627 	"266,969"	-3.3654	1.1287	"232,754"	"23,391"	100.5	101	-3.4233	0.082	0.131	"1,338"	13.94	14.4908	3.16	3.2109
2020/3/16	108	111.5	104	104	2524 	"269,866"	-6.3063	1.0844	"232,754"	"24,206"	104	104.5	-6.5139	0.082	0.149	"1,897"	14.15	14.9954	3.21	3.3227
2020/3/13	107	113.5	105.5	111	3368 	"365,311"	-5.1282	1.447	"232,754"	"25,835"	111	111.5	-5.2644	0.084	0.142	"2,025"	15.4	16.0047	3.49	3.5463
2020/3/12	121.5	122	114	117	2639 	"313,561"	-6.4	1.1338	"232,754"	"27,232"	116.5	117	-6.614	0.086	0.133	"1,744"	16.23	16.8698	3.68	3.738
2020/3/11	129.5	130	125	125	1314 	"166,721"	-1.9608	0.5645	"232,754"	"29,094"	125	125.5	-1.9803	0.088	0.108	"1,091"	17.34	18.0186	3.93	3.9926
2020/3/10	127	129.5	125.5	127.5	1804 	"229,800"	-1.9231	0.7751	"232,754"	"29,676"	127	127.5	-1.9418	0.089	0.129	"1,462"	17.68	18.379	4.01	4.0724
2020/3/9	134	134	130	130	1093 	"143,783"	-3.7037	0.4696	"232,754"	"30,258"	130	131	-3.774	0.091	0.074	879	18.03	18.7394	4.09	4.1523
2020/3/6	133.5	136.5	133.5	135	730 	"98,845"	0	0.3136	"232,754"	"31,421"	135	135.5	0	0.092	0.074	559	18.72	19.4601	4.25	4.312
2020/3/5	136	136.5	134	135	696 	"94,421"	0.7463	0.299	"232,754"	"31,421"	134.5	135	0.7435	0.09	0.073	625	18.72	19.4601	4.25	4.312
2020/3/4	133.5	135	132.5	134	502 	"67,359"	0	0.2157	"232,754"	"31,189"	134	134.5	0	0.091	0.053	410	18.59	19.3159	4.22	4.28
2020/3/3	132	135	132	134	925 	"123,712"	3.4749	0.3974	"232,754"	"31,189"	134	134.5	3.4159	0.091	0.084	662	18.59	19.3159	4.22	4.28
2020/3/2	127.5	132	127.5	129.5	928 	"120,648"	-1.145	0.3987	"232,754"	"30,141"	129.5	130	-1.1516	0.089	0.068	680	17.96	18.6673	4.08	4.1363
2020/2/27	133	134.5	129	131	1201 	"157,294"	-1.1321	0.516	"232,754"	"30,490"	130.5	131	-1.1385	0.089	0.087	870	18.17	18.8835	4.12	4.1842
2020/2/26	134.5	135.5	132.5	132.5	1015 	"136,064"	-1.8519	0.4362	"232,693"	"30,831"	132.5	133	-1.8692	0.089	0.086	589	18.38	19.0997	4.17	4.2321
2020/2/25	133	136	132.5	135	817 	"110,130"	0	0.3511	"232,693"	"31,413"	135	135.5	0	0.09	0.08	669	18.72	19.4601	4.25	4.312
2020/2/24	135	137	134.5	135	507 	"68,677"	-0.7353	0.2179	"232,693"	"31,413"	135	135.5	-0.738	0.09	0.055	443	18.72	19.4601	4.25	4.312
2020/2/21	134.5	138	134	136	1164 	"158,489"	0	0.5002	"232,693"	"31,646"	136	136.5	0	0.09	0.141	840	18.86	19.6042	4.28	4.3439
2020/2/20	132.5	136.5	132.5	136	1136 	"153,637"	3.4221	0.4882	"232,693"	"31,646"	135.5	136	3.3648	0.089	0.125	898	18.86	19.6042	4.28	4.3439
2020/2/19	130	132	130	131.5	272 	"35,745"	0.3817	0.1169	"232,693"	"30,599"	131.5	132	0.381	0.086	0.027	256	18.24	18.9556	4.14	4.2002
2020/2/18	132.5	133	131	131	359 	"47,299"	-1.1321	0.1543	"232,693"	"30,482"	131	131.5	-1.1385	0.087	0.036	335	18.17	18.8835	4.12	4.1842
2020/2/17	133.5	134	132	132.5	261 	"34,700"	-0.7491	0.1122	"232,693"	"30,831"	132	132.5	-0.7519	0.087	0.033	267	18.38	19.0997	4.17	4.2321
2020/2/14	133	134	132	133.5	527 	"70,344"	0.3759	0.2265	"232,693"	"31,064"	133.5	134	0.3752	0.087	0.068	486	18.52	19.2439	4.2	4.2641
2020/2/13	133.5	135	133	133	636 	"85,258"	-0.3745	0.2733	"232,693"	"30,948"	133	133.5	-0.3752	0.087	0.067	546	18.45	19.1718	4.19	4.2481
2020/2/12	132.5	134.5	131	133.5	683 	"91,298"	0.7547	0.2935	"232,693"	"31,064"	133.5	134	0.7519	0.087	0.066	626	18.52	19.2419	4.2	4.2636
2020/2/11	132	135	132	132.5	950 	"127,018"	1.5326	0.4083	"232,693"	"30,831"	132.5	133	1.5209	0.088	0.114	817	18.38	19.0978	4.17	4.2317
2020/2/10	128	132	127	130.5	784 	"102,073"	0	0.3369	"232,693"	"30,366"	130.5	131	0	0.087	0.086	606	18.1	18.8095	4.11	4.1678
2020/2/7	132	133.5	130.5	130.5	864 	"114,209"	-2.6119	0.3713	"232,693"	"30,366"	130.5	131	-2.6467	0.087	0.097	709	18.1	18.8095	4.11	4.1678
2020/2/6	133	135	132.5	134	1668 	"223,206"	2.682	0.7168	"232,693"	"31,180"	133.5	134	2.6467	0.088	0.173	"1,192"	18.59	19.314	4.22	4.2796
2020/2/5	129.5	132	129	130.5	947 	"123,922"	1.1628	0.407	"232,693"	"30,366"	130.5	131	1.1561	0.087	0.087	662	18.1	18.8095	4.11	4.1678
2020/2/4	130	130.5	128.5	129	687 	"88,971"	1.9763	0.2952	"232,693"	"30,017"	129	129.5	1.957	0.086	0.061	531	17.89	18.5933	4.06	4.1199
2020/2/3	125	127.5	123	126.5	1023 	"128,320"	-1.938	0.4396	"232,693"	"29,435"	126.5	127	-1.957	0.086	0.079	815	17.55	18.2329	3.98	4.0401
2020/1/31	130.5	132	128.5	129	1728 	"223,555"	0.3891	0.7426	"232,693"	"30,017"	128.5	129	0.3884	0.087	0.141	936	17.89	18.5933	4.06	4.1199
2020/1/30	131	134.5	128	128.5	1624 	"212,409"	-6.8841	0.698	"232,669"	"29,897"	128.5	129	-7.1325	0.087	0.086	"1,315"	17.82	18.5212	4.04	4.1039
2020/1/20	136	140	136	138	1781 	"246,449"	2.2222	0.7655	"232,669"	"32,108"	138	138.5	2.1979	0.088	0.229	"1,401"	19.14	19.8905	4.34	4.4074
2020/1/17	133	135.5	133	135	1025 	"138,186"	2.2727	0.4405	"232,669"	"31,410"	135	135.5	2.2473	0.086	0.111	827	18.72	19.4581	4.25	4.3115
2020/1/16	133.5	133.5	131.5	132	453 	"60,175"	0.3802	0.1947	"232,669"	"30,712"	132	132.5	0.3795	0.084	0.045	415	18.31	19.0257	4.15	4.2157
2020/1/15	133	133.5	131	131.5	530 	"70,262"	-0.3788	0.2278	"232,669"	"30,595"	131.5	132	-0.3795	0.084	0.05	505	18.24	18.9536	4.14	4.1998
2020/1/14	131.5	133	130.5	132	850 	"112,528"	0.3802	0.3653	"232,669"	"30,712"	132	132.5	0.3795	0.084	0.08	748	18.31	19.0257	4.15	4.2157
2020/1/13	128	132	128	131.5	1144 	"149,628"	3.1373	0.4917	"232,669"	"30,595"	131.5	132	3.089	0.084	0.112	866	18.24	18.9536	4.14	4.1998
2020/1/10	131	133.5	127.5	127.5	1077 	"140,087"	-1.1628	0.4629	"232,669"	"29,665"	127.5	128	-1.1696	0.082	0.118	900	17.68	18.3771	4.01	4.072
2020/1/9	128	129	128	129	751 	"96,736"	1.5748	0.3228	"232,669"	"30,014"	128.5	129	1.5625	0.083	0.079	618	17.89	18.5933	4.06	4.1199
2020/1/8	128	128.5	125	127	788 	"100,082"	-1.1673	0.3387	"232,669"	"29,548"	127	127.5	-1.1742	0.083	0.073	596	17.61	18.305	4	4.056
2020/1/7	129	129	125.5	128.5	969 	"123,886"	0	0.4165	"232,669"	"29,897"	128	128.5	0	0.083	0.08	857	17.82	18.5212	4.04	4.1039
2020/1/6	126.5	129	126	128.5	1485 	"190,122"	1.581	0.6382	"232,669"	"29,897"	128	128.5	1.5687	0.083	0.144	"1,032"	17.82	18.5212	4.04	4.1039
2020/1/3	125.5	126.5	124.5	126.5	790 	"99,320"	1.6064	0.3395	"232,669"	"29,432"	126	126.5	1.5937	0.081	0.056	629	17.55	18.2329	3.98	4.0401
2020/1/2	124.5	125.5	124	124.5	311 	"38,941"	0.4032	0.1337	"232,669"	"28,967"	124.5	125	0.4024	0.079	0.03	297	17.27	17.944	3.92	3.976
2019/12/31	122.5	124.5	122.5	124	1485 	"183,788"	0.4049	0.6382	"232,669"	"28,850"	123.5	124	0.404	0.08	0.167	547	17.2	17.8719	3.9	3.9601
2019/12/30	126.5	126.5	123.5	123.5	511 	"63,452"	-1.9841	0.2196	"232,660"	"28,733"	123.5	124	-2.0041	0.079	0.055	459	17.13	17.7999	3.89	3.9441
2019/12/27	125.5	126.5	125.5	126	305 	"38,420"	0.8	0.1311	"232,660"	"29,315"	125.5	126	0.7968	0.08	0.039	246	17.48	18.1602	3.97	4.0239
2019/12/26	126	127	125	125	270 	"33,990"	-0.7937	0.116	"232,660"	"29,082"	125	125.5	-0.7968	0.08	0.036	252	17.34	18.0161	3.93	3.992
2019/12/25	126	127.5	126	126	189 	"24,014"	0	0.0812	"232,660"	"29,315"	126	126.5	0	0.081	0.029	178	17.48	18.1602	3.97	4.0239
2019/12/24	127.5	128	125	126	326 	"41,251"	-1.1765	0.1401	"232,660"	"29,315"	125.5	126	-1.1834	0.081	0.042	271	17.48	18.1602	3.97	4.0239
2019/12/23	128.5	129	125.5	127.5	688 	"87,599"	0.3937	0.2957	"232,660"	"29,664"	127.5	128	0.3929	0.082	0.083	523	17.68	18.3764	4.01	4.0719
2019/12/20	125.5	129	125.5	127	2162 	"275,603"	2.008	0.9293	"232,660"	"29,547"	127	127.5	1.9881	0.082	0.171	"1,469"	17.61	18.3043	4	4.0559
2019/12/19	126.5	126.5	124	124.5	1048 	"131,076"	-0.4	0.4504	"232,660"	"28,966"	124	125	-0.4008	0.08	0.102	816	17.27	17.944	3.92	3.976
2019/12/18	126	127	124	125	976 	"122,279"	0.4016	0.4195	"232,660"	"29,082"	125	125.5	0.4008	0.08	0.086	813	17.34	18.0161	3.93	3.992
2019/12/17	123	125.5	122.5	124.5	1213 	"150,442"	1.6327	0.5214	"232,660"	"28,966"	124.5	125	1.6195	0.079	0.105	997	17.27	17.944	3.92	3.976
2019/12/16	123	123.5	122	122.5	253 	"31,096"	-0.4065	0.1087	"232,660"	"28,500"	122.5	123	-0.4073	0.079	0.023	209	16.99	17.6557	3.86	3.9122
2019/12/13	122.5	124	122	123	665 	"81,983"	0.8197	0.2858	"232,660"	"28,617"	123	123.5	0.8163	0.08	0.052	557	17.06	17.7278	3.87	3.9281
2019/12/12	123	123.5	121.5	122	892 	"109,524"	-0.813	0.3834	"232,660"	"28,384"	122	122.5	-0.8163	0.08	0.076	773	16.92	17.5837	3.84	3.8962
2019/12/11	118	123	118	123	1229 	"149,023"	3.7975	0.5282	"232,660"	"28,617"	122.5	123	3.7271	0.081	0.122	"1,007"	17.06	17.7278	3.87	3.9281
2019/12/10	117.5	119.5	116.5	118.5	1393 	"165,201"	2.1552	0.5987	"232,660"	"27,570"	118.5	119	2.1323	0.079	0.17	731	16.44	17.0792	3.73	3.7844
2019/12/9	117.5	117.5	116	116	307 	"35,810"	-0.4292	0.132	"232,660"	"26,988"	116	116.5	-0.4301	0.077	0.032	280	16.09	16.7189	3.65	3.7046
2019/12/6	120	120	116.5	116.5	1021 	"120,075"	-2.1008	0.4388	"232,660"	"27,104"	116.5	117	-2.1232	0.078	0.115	753	16.16	16.791	3.67	3.7206
2019/12/5	116.5	119.5	116.5	119	1327 	"157,300"	3.0303	0.5704	"232,660"	"27,686"	118	119	2.9853	0.079	0.139	807	16.5	17.1513	3.75	3.8004
2019/12/4	115	116.5	115	115.5	329 	"38,143"	0.4348	0.1414	"232,660"	"26,872"	115.5	116	0.4338	0.077	0.038	282	16.02	16.6451	3.64	3.6882
2019/12/3	115.5	116.5	115	115	377 	"43,588"	-0.8621	0.162	"232,660"	"26,755"	115	115.5	-0.8658	0.077	0.042	355	15.95	16.5731	3.62	3.6723
2019/12/2	118	118	115.5	116	285 	"33,297"	-0.8547	0.1225	"232,660"	"26,988"	116	116.5	-0.8584	0.078	0.032	256	16.09	16.7172	3.65	3.7042
2019/11/29	118	118	115.5	117	741 	"86,790"	-1.2658	0.3185	"232,660"	"27,221"	116.5	117.5	-1.2739	0.079	0.079	492	16.23	17.1419	3.68	4.0704
2019/11/28	116	119	116	118.5	1014 	"119,892"	2.1552	0.4359	"232,636"	"27,567"	118.5	119	2.1323	0.079	0.121	794	16.44	17.3617	3.73	4.1226
2019/11/27	115.5	116	115	116	354 	"40,963"	0.8696	0.1522	"232,636"	"26,985"	115.5	116	0.8658	0.077	0.04	360	16.09	16.9954	3.65	4.0356
2019/11/26	115	116	114.5	115	457 	"52,661"	0	0.1964	"232,636"	"26,753"	115	115.5	0	0.077	0.027	389	15.95	16.8489	3.62	4.0008
2019/11/25	115	115	113	115	367 	"41,983"	0.4367	0.1578	"232,636"	"26,753"	115	115.5	0.4357	0.077	0.04	339	15.95	16.8489	3.62	4.0008
2019/11/22	114	115	114	114.5	160 	"18,386"	0.4386	0.0688	"232,636"	"26,636"	114.5	115	0.4376	0.076	0.019	156	15.88	16.7756	3.6	3.9834
