3023 獺ü -- 20170528-99999999																				
																				
るら	秨絃基(じ)	程蔼基(じ)	程基(じ)	Μ絃基(じ)	Θユ秖()	Θユ(じ)	厨筍瞯	秅锣瞯	瑈硄计()	カ(κ窾じ)	程处ボ禦基	程处ボ芥基	厨筍瞯-Ln	カゑ	Θユゑ	Θユ掸计(掸)	セ痲ゑ-TSE	セ痲ゑ-TEJ	基瞓ゑ-TSE	基瞓ゑ-TEJ
2018/7/27	88.1	89	87	88.6	2213 	"195,023"	1.0262	0.9817	"225,416"	"19,971"	88.5	88.6	1.021	0.06	0.166	"1,557"	16.35	16.97	3.16	3.16
2018/7/26	85.5	88.3	85.5	87.7	3741 	"325,559"	2.9343	1.6596	"225,416"	"19,768"	87.7	87.8	2.892	0.06	0.26	"2,485"	16.18	16.8	3.13	3.13
2018/7/25	85.8	86.9	84.7	85.2	2107 	"180,373"	-0.6993	0.9347	"225,416"	"19,205"	85.2	85.3	-0.7018	0.059	0.156	"1,528"	15.72	16.32	3.04	3.04
2018/7/24	83	85.8	82.9	85.8	1820 	"153,204"	3.0012	0.8074	"225,416"	"19,340"	85.7	85.8	2.957	0.059	0.114	"1,141"	15.83	16.43	3.06	3.06
2018/7/23	84.3	84.4	82.6	83.3	852 	"71,208"	-0.2395	0.378	"225,416"	"18,777"	83.3	83.5	-0.2398	0.058	0.051	580	15.37	15.95	2.98	2.98
2018/7/20	82.6	83.6	82.2	83.5	826 	"68,582"	1.4581	0.3664	"225,416"	"18,822"	83.4	83.5	1.4476	0.058	0.044	543	15.41	15.99	2.98	2.98
2018/7/19	82.8	83.3	81.8	82.3	1073 	"88,374"	-0.6039	0.476	"225,416"	"18,551"	82.2	82.3	-0.6057	0.057	0.065	764	15.18	15.76	2.94	2.94
2018/7/18	83.5	83.7	82.6	82.8	980 	"81,365"	-0.361	0.4348	"225,416"	"18,664"	82.8	83.2	-0.3617	0.058	0.052	656	15.28	15.86	2.96	2.96
2018/7/17	83.1	84.2	83.1	83.1	2442 	"203,741"	0.5774	1.0833	"225,416"	"18,732"	83.1	83.3	0.5757	0.058	0.16	"1,475"	15.33	15.92	2.97	2.97
2018/7/16	86.8	86.9	85.9	86.6	2641 	"228,169"	1.0502	1.1716	"225,416"	"19,521"	86.6	86.7	1.0447	0.06	0.194	"1,691"	15.98	16.59	3.09	3.09
2018/7/13	85	86.4	85	85.7	1421 	"121,710"	0.8235	0.6304	"225,416"	"19,318"	85.7	85.8	0.8202	0.06	0.091	943	15.81	16.41	3.06	3.06
2018/7/12	85.5	85.9	84.8	85	1108 	"94,543"	-0.2347	0.4915	"225,416"	"19,160"	84.9	85	-0.235	0.06	0.077	658	15.68	16.28	3.04	3.04
2018/7/11	85.8	86.9	85	85.2	1340 	"114,897"	-1.5029	0.5945	"225,416"	"19,205"	85.2	85.3	-1.5143	0.06	0.094	"1,070"	15.72	16.32	3.04	3.04
2018/7/10	85.5	86.7	84.8	86.5	1548 	"133,170"	2.1251	0.6867	"225,416"	"19,498"	86.4	86.5	2.1029	0.061	0.113	"1,148"	15.96	16.57	3.09	3.09
2018/7/9	86.3	86.8	84.7	84.7	1499 	"128,621"	-0.7034	0.665	"225,416"	"19,092"	84.7	84.8	-0.7059	0.06	0.099	"1,147"	15.63	16.22	3.03	3.03
2018/7/6	85.8	86	83.6	85.3	1591 	"135,220"	0.9467	0.7058	"225,416"	"19,227"	85.2	85.3	0.9423	0.061	0.089	"1,114"	15.74	16.34	3.05	3.05
2018/7/5	85.6	86.5	84.5	84.5	3486 	"298,516"	1.1976	1.5465	"225,416"	"19,047"	84.5	84.8	1.1905	0.06	0.241	"2,322"	15.59	16.18	3.02	3.02
2018/7/4	83.3	84.2	83	83.5	588 	"49,088"	0	0.2609	"225,416"	"18,822"	83.5	83.6	0	0.059	0.042	392	15.41	15.99	2.98	2.98
2018/7/3	84.1	84.7	83.5	83.5	1072 	"90,118"	-0.358	0.4756	"225,416"	"18,822"	83.5	83.6	-0.3586	0.059	0.057	658	15.41	15.99	2.98	2.98
2018/7/2	83.9	84	83.3	83.8	605 	"50,627"	0.6002	0.2684	"225,416"	"18,889"	83.6	83.8	0.5984	0.059	0.038	430	15.46	16.05	2.99	2.99
2018/6/29	83	83.3	82.5	83.3	445 	"36,949"	1.5854	0.1974	"225,416"	"18,777"	83.3	83.4	1.5729	0.058	0.028	262	15.37	15.95	2.98	2.98
2018/6/28	84	84	82	82	544 	"45,046"	-2.148	0.2413	"225,416"	"18,484"	82	82.2	-2.1714	0.058	0.037	418	15.13	15.7	2.93	2.93
2018/6/27	83.7	84	83.4	83.8	338 	"28,318"	0.4796	0.1499	"225,416"	"18,889"	83.8	83.9	0.4785	0.059	0.021	251	15.46	16.05	2.99	2.99
2018/6/26	83.1	83.9	82.1	83.4	763 	"63,420"	0	0.3385	"225,416"	"18,799"	83.4	83.7	0	0.059	0.05	543	15.39	15.97	2.98	2.98
2018/6/25	84.5	84.6	83.4	83.4	1632 	"137,173"	-0.2392	0.724	"225,416"	"18,799"	83.4	83.5	-0.2395	0.058	0.116	982	15.39	15.97	2.98	2.98
2018/6/22	83.6	83.9	82.1	83.6	596 	"49,402"	0.3601	0.2644	"225,416"	"18,844"	83.4	83.6	0.3595	0.058	0.035	453	15.42	16.01	2.99	2.99
2018/6/21	82.9	84.2	82.6	83.3	1279 	"106,824"	1.5854	0.5674	"225,416"	"18,777"	83.2	83.3	1.5729	0.058	0.082	736	15.37	15.95	2.98	2.98
2018/6/20	82.6	82.8	81.4	82	791 	"64,775"	-0.7264	0.3509	"225,416"	"18,484"	82	82.1	-0.729	0.057	0.038	533	15.13	15.7	2.93	2.93
2018/6/19	83.5	84	82.6	82.6	957 	"79,686"	-1.7836	0.4245	"225,416"	"18,619"	82.6	82.7	-1.7997	0.057	0.05	649	15.24	15.82	2.95	2.95
2018/6/15	83.5	84.7	82.6	84.1	2209 	"185,663"	0.4779	0.98	"225,416"	"18,957"	84.1	84.3	0.4768	0.057	0.1	"1,281"	15.52	16.11	3	3
2018/6/14	84	84.7	83.3	83.7	1567 	"131,903"	-0.3571	0.6952	"225,416"	"18,867"	83.4	83.7	-0.3578	0.057	0.083	926	15.44	16.03	2.99	2.99
2018/6/13	84.5	84.5	83.6	84	1095 	"92,095"	0	0.4858	"225,416"	"18,934"	84	84.1	0	0.057	0.054	661	15.5	16.09	3	3
2018/6/12	84	84.7	83.7	84	2783 	"234,120"	-1.0601	1.2346	"225,416"	"18,934"	83.9	84	-1.0657	0.057	0.135	"1,863"	15.5	16.09	3	3
2018/6/11	81.7	85.6	81.4	84.9	5968 	"505,139"	4.1718	2.6475	"225,416"	"19,137"	84.8	84.9	4.0871	0.058	0.342	"3,495"	15.66	16.26	3.03	3.03
2018/6/8	81.5	81.8	81.2	81.5	541 	"44,137"	-0.3667	0.24	"225,416"	"18,371"	81.5	81.6	-0.3674	0.055	0.029	420	15.04	15.61	2.91	2.91
2018/6/7	82.7	82.7	81.7	81.8	485 	"39,800"	-0.3654	0.2152	"225,416"	"18,439"	81.7	82	-0.3661	0.055	0.022	384	15.09	15.67	2.92	2.92
2018/6/6	82.2	82.7	81.6	82.1	1135 	"93,164"	2.1144	0.5035	"225,416"	"18,506"	82	82.1	2.0924	0.055	0.057	804	15.15	15.72	2.93	2.93
2018/6/5	81.3	81.3	80.2	80.4	693 	"55,854"	-0.7407	0.3074	"225,416"	"18,123"	80.4	80.6	-0.7435	0.055	0.036	596	14.83	15.4	2.87	2.87
2018/6/4	81	81.8	80.7	81	467 	"37,875"	0.7463	0.2072	"225,416"	"18,258"	81	81.1	0.7435	0.055	0.026	338	14.94	15.51	2.89	2.89
2018/6/1	80.1	81	80.1	80.4	486 	"39,172"	-0.495	0.2156	"225,416"	"18,123"	80.4	80.8	-0.4963	0.056	0.029	376	14.83	15.4	2.87	2.87
2018/5/31	79.5	80.8	79.4	80.8	980 	"78,737"	2.0202	0.4348	"225,416"	"18,213"	80.1	80.8	2.0001	0.056	0.034	586	14.91	16.07	2.89	3.13
2018/5/30	80	80	78.8	79.2	407 	"32,292"	-1.3699	0.1806	"225,416"	"17,852"	79.2	79.3	-1.3793	0.055	0.021	299	14.61	15.75	2.83	3.07
2018/5/29	80.3	80.4	79.5	80.3	614 	"49,217"	0.1247	0.2724	"225,416"	"18,100"	80.2	80.3	0.1246	0.055	0.037	467	14.82	15.97	2.87	3.11
2018/5/28	78.7	80.3	78.4	80.2	804 	"63,942"	2.4266	0.3567	"225,416"	"18,078"	80.1	80.2	2.3976	0.055	0.049	572	14.8	15.95	2.86	3.11
2018/5/25	78.8	79.3	78	78.3	668 	"52,458"	0.2561	0.2963	"225,416"	"17,650"	78.3	78.5	0.2558	0.054	0.044	533	14.45	15.57	2.8	3.03
2018/5/24	78.5	79	77.9	78.1	800 	"62,571"	-0.5096	0.3549	"225,416"	"17,604"	78	78.3	-0.5109	0.054	0.053	683	14.41	15.53	2.79	3.03
2018/5/23	79.2	80.2	78.5	78.5	683 	"54,025"	-0.6329	0.303	"225,416"	"17,695"	78.5	78.6	-0.6349	0.055	0.042	560	14.48	15.61	2.8	3.04
2018/5/22	79.8	80.5	79	79	371 	"29,604"	-0.1264	0.1646	"225,416"	"17,807"	79	79.2	-0.1265	0.055	0.024	304	14.58	15.71	2.82	3.06
2018/5/21	78.9	79.6	78.9	79.1	451 	"35,754"	0.7643	0.2001	"225,416"	"17,830"	79.1	79.4	0.7614	0.055	0.031	371	14.59	15.73	2.83	3.07
2018/5/18	78.3	78.9	78.3	78.5	391 	"30,777"	0	0.1735	"225,416"	"17,695"	78.5	78.6	0	0.055	0.026	271	14.48	15.61	2.8	3.04
2018/5/17	78.6	79.1	78.3	78.5	441 	"34,748"	-0.1272	0.1956	"225,416"	"17,695"	78.5	78.7	-0.1273	0.055	0.028	345	14.48	15.61	2.8	3.04
2018/5/16	79	79.9	78.6	78.6	570 	"45,189"	-0.3802	0.2529	"225,416"	"17,717"	78.6	78.7	-0.381	0.055	0.035	396	14.5	15.63	2.81	3.05
2018/5/15	79.2	80.2	78.9	78.9	534 	"42,458"	-1.6209	0.2369	"225,416"	"17,785"	78.9	79.1	-1.6342	0.055	0.03	448	14.56	15.69	2.82	3.06
2018/5/14	81	82.2	80.1	80.2	692 	"56,101"	-0.4963	0.307	"225,416"	"18,078"	80.1	80.2	-0.4975	0.055	0.042	551	14.8	15.95	2.86	3.11
2018/5/11	79.9	80.9	79.2	80.6	657 	"52,675"	1.0025	0.2915	"225,416"	"18,168"	80.2	80.6	0.9975	0.056	0.034	538	14.87	16.03	2.88	3.12
2018/5/10	80.1	80.3	79.8	79.8	523 	"41,840"	0.1255	0.232	"225,416"	"17,988"	79.8	79.9	0.1254	0.056	0.033	424	14.72	15.87	2.85	3.09
2018/5/9	79.9	80.1	79.5	79.7	536 	"42,784"	-0.375	0.2378	"225,416"	"17,965"	79.7	79.8	-0.3757	0.056	0.034	437	14.7	15.85	2.85	3.09
2018/5/8	79.5	81	79.5	80	958 	"76,817"	1.9108	0.425	"225,416"	"18,033"	79.9	80	1.8928	0.057	0.063	730	14.76	15.91	2.86	3.1
2018/5/7	78.1	78.6	77.2	78.5	447 	"34,966"	1.2903	0.1983	"225,416"	"17,695"	78.5	78.6	1.2821	0.056	0.03	323	14.43	15.61	2.91	3.04
2018/5/4	77	78.7	76.1	77.5	775 	"60,016"	0.6494	0.3438	"225,416"	"17,469"	77.5	77.7	0.6473	0.056	0.053	545	14.25	15.41	2.87	3
2018/5/3	77.9	77.9	76	77	840 	"64,735"	-1.2821	0.3726	"225,416"	"17,357"	77	77.1	-1.2903	0.055	0.056	665	14.15	15.31	2.85	2.98
2018/5/2	78.9	79	77.7	78	544 	"42,760"	-0.8895	0.2413	"225,416"	"17,582"	78	78.2	-0.8934	0.056	0.035	459	14.34	15.51	2.89	3.02
2018/4/30	77.8	79	77.8	78.7	382 	"30,037"	1.1568	0.1695	"225,416"	"17,740"	78.7	78.8	1.1502	0.056	0.027	324	14.47	15.65	2.92	3.05
2018/4/27	78	78.5	77.5	77.8	465 	"36,317"	0.6468	0.2063	"225,416"	"17,537"	77.7	77.9	0.6447	0.056	0.033	363	14.3	15.47	2.88	3.02
2018/4/26	79.8	79.8	77.2	77.3	1438 	"112,557"	-2.0279	0.6379	"225,416"	"17,424"	77.3	77.4	-2.0487	0.056	0.087	764	14.21	15.37	2.86	3
2018/4/25	78	79.4	78	78.9	614 	"48,455"	0	0.2724	"225,416"	"17,785"	78.9	79	0	0.057	0.038	458	14.5	15.69	2.92	3.06
2018/4/24	80.8	80.9	78.1	78.9	1497 	"118,433"	-2.3515	0.6641	"225,416"	"17,785"	78.8	78.9	-2.3796	0.057	0.081	"1,087"	14.5	15.69	2.92	3.06
2018/4/23	81.5	82.4	80.8	80.8	852 	"69,418"	-0.8589	0.378	"225,416"	"18,213"	80.8	81	-0.8626	0.058	0.054	651	14.85	16.07	2.99	3.13
2018/4/20	83.3	83.4	81.5	81.5	1244 	"102,718"	-2.2782	0.5519	"225,416"	"18,371"	81.5	81.6	-2.3045	0.058	0.07	963	14.98	16.21	3.02	3.16
2018/4/19	85.1	85.4	83.4	83.4	2219 	"186,623"	-2.2274	0.9844	"225,416"	"18,799"	83.4	83.5	-2.2526	0.058	0.129	"1,663"	15.33	16.59	3.09	3.23
2018/4/18	83.8	85.6	82.3	85.3	4048 	"341,586"	2.8951	1.7958	"225,416"	"19,227"	85.2	85.4	2.8539	0.06	0.252	"2,969"	15.68	16.96	3.16	3.31
2018/4/17	82.6	83	81.2	82.9	2042 	"168,249"	1.0976	0.9059	"225,416"	"18,686"	82.9	83	1.0916	0.058	0.117	"1,620"	15.24	16.49	3.07	3.21
2018/4/16	80.3	82.6	80	82	2074 	"169,565"	2.372	0.9201	"225,416"	"18,484"	81.9	82.1	2.3443	0.056	0.148	"1,468"	15.07	16.31	3.04	3.18
2018/4/13	80.2	80.5	79.8	80.1	1377 	"110,267"	0.8816	0.6109	"225,416"	"18,055"	80.1	80.2	0.8777	0.055	0.095	923	14.72	15.93	2.97	3.1
2018/4/12	81	81.2	79.3	79.4	1528 	"122,124"	-1.6109	0.6779	"225,416"	"17,898"	79.4	79.7	-1.624	0.055	0.12	"1,166"	14.6	15.79	2.94	3.08
2018/4/11	82	83	80.7	80.7	1669 	"136,211"	-1.1029	0.7404	"225,416"	"18,191"	80.6	80.7	-1.1091	0.055	0.114	"1,252"	14.83	16.05	2.99	3.13
2018/4/10	82.7	83.1	81.1	81.6	2425 	"198,780"	-2.2754	1.0758	"225,416"	"18,393"	81.6	81.7	-2.3017	0.056	0.147	"1,663"	15	16.23	3.02	3.16
2018/4/9	85.7	87.2	83.1	83.5	5812 	"492,633"	1.0896	2.5783	"225,416"	"18,822"	83.5	83.6	1.0837	0.058	0.398	"3,990"	15.35	16.61	3.09	3.24
2018/4/3	82.2	82.9	81	82.6	1921 	"157,462"	-0.7212	0.8522	"225,416"	"18,619"	82.5	82.6	-0.7238	0.057	0.147	"1,543"	15.18	16.43	3.06	3.2
2018/4/2	85	86.7	83	83.2	6532 	"554,166"	1.4634	2.8978	"225,416"	"18,754"	83.2	83.3	1.4528	0.058	0.583	"4,491"	15.29	16.55	3.08	3.22
2018/3/31	79.6	83.5	79.1	82	3368 	"276,223"	4.0609	1.4941	"225,416"	"18,484"	82	82.1	3.9806	0.057	0.38	"2,539"	15.07	16.31	3.04	3.18
2018/3/30	76.9	79.2	76.9	78.8	2946 	"231,337"	2.8721	1.3069	"225,416"	"17,762"	78.8	79	2.8316	0.054	0.219	"2,180"	14.49	15.67	2.92	3.05
2018/3/29	76.8	76.9	76.2	76.6	1062 	"81,352"	0.1307	0.4711	"225,416"	"17,266"	76.5	76.6	0.1306	0.053	0.076	790	14.08	15.23	2.84	2.97
2018/3/28	77	77.6	76.3	76.5	723 	"55,434"	-0.9067	0.3207	"225,416"	"17,244"	76.4	76.5	-0.9109	0.053	0.053	623	14.06	15.21	2.83	2.97
2018/3/27	77.1	78.4	77	77.2	712 	"55,338"	0.5208	0.3159	"225,416"	"17,402"	77.2	77.4	0.5195	0.053	0.046	700	14.19	15.35	2.86	2.99
2018/3/26	76.1	77.2	76.1	76.8	906 	"69,615"	0.2611	0.4019	"225,416"	"17,311"	76.8	77	0.2608	0.053	0.065	765	14.12	15.27	2.85	2.98
2018/3/23	77.5	77.6	76.5	76.6	2172 	"167,387"	-2.5445	0.9636	"225,416"	"17,266"	76.6	76.8	-2.5775	0.053	0.128	"1,474"	14.08	15.23	2.84	2.97
2018/3/22	79.4	79.5	78.3	78.6	995 	"78,494"	-0.7576	0.4414	"225,416"	"17,717"	78.5	78.6	-0.7605	0.054	0.059	785	14.45	15.63	2.91	3.05
2018/3/21	79.7	79.8	79.2	79.2	853 	"67,745"	-0.7519	0.3784	"225,416"	"17,852"	79.2	79.3	-0.7547	0.054	0.055	782	14.64	15.75	3.07	3.07
2018/3/20	78.3	80.2	78.2	79.8	1935 	"154,704"	1.3977	0.8584	"225,416"	"17,988"	79.8	80	1.388	0.055	0.149	"1,522"	14.75	15.87	3.09	3.09
2018/3/19	78.4	79.1	78.3	78.7	285 	"22,475"	0.6394	0.1264	"225,416"	"17,740"	78.7	78.8	0.6374	0.054	0.022	372	14.55	15.65	3.05	3.05
2018/3/16	78.2	78.9	78.2	78.2	723 	"56,783"	0	0.3207	"225,416"	"17,627"	78.2	78.4	0	0.053	0.035	579	14.45	15.55	3.03	3.03
2018/3/15	78.2	78.7	77.9	78.2	399 	"31,312"	0	0.177	"225,416"	"17,627"	78.1	78.2	0	0.053	0.03	431	14.45	15.55	3.03	3.03
2018/3/14	79.6	80	78.1	78.2	1544 	"121,599"	-2.005	0.685	"225,416"	"17,627"	78.1	78.2	-2.0254	0.053	0.11	"1,195"	14.45	15.55	3.03	3.03
2018/3/13	79.9	80.2	79.5	79.8	1351 	"107,944"	-0.1252	0.5993	"225,416"	"17,988"	79.8	79.9	-0.1252	0.054	0.088	"1,205"	14.75	15.87	3.09	3.09
2018/3/12	79.6	80.3	79.5	79.9	1596 	"127,696"	1.1392	0.708	"225,416"	"18,010"	79.9	80	1.1328	0.055	0.099	"1,134"	14.77	15.89	3.1	3.1
2018/3/9	77.8	79.4	77.3	79	857 	"67,239"	1.5424	0.3802	"225,416"	"17,807"	78.9	79	1.5306	0.055	0.058	643	14.6	15.71	3.06	3.06
2018/3/8	78.5	78.9	77.7	77.8	646 	"50,582"	-0.6386	0.2866	"225,416"	"17,537"	77.8	77.9	-0.6406	0.054	0.045	548	14.38	15.47	3.02	3.02
2018/3/7	78.1	78.9	77.9	78.3	588 	"46,133"	0.2561	0.2609	"225,416"	"17,650"	78.3	78.4	0.2558	0.055	0.041	507	14.47	15.57	3.03	3.03
2018/3/6	78.5	79.7	78	78.1	1078 	"84,931"	0.7742	0.4782	"225,416"	"17,604"	78	78.1	0.7712	0.055	0.083	798	14.44	15.53	3.03	3.03
2018/3/5	78.7	78.7	77.3	77.5	642 	"50,026"	-1.3995	0.2848	"225,416"	"17,469"	77.4	77.5	-1.4094	0.055	0.048	515	14.33	15.41	3	3
2018/3/2	79.5	79.5	78.6	78.6	576 	"45,421"	-1.2563	0.2555	"225,416"	"17,717"	78.6	78.9	-1.2642	0.055	0.045	440	14.53	15.63	3.05	3.05
2018/3/1	79.5	79.8	79.4	79.6	426 	"33,973"	-0.7481	0.189	"225,416"	"17,943"	79.6	79.7	-0.7509	0.056	0.029	327	14.71	15.83	3.09	3.09
2018/2/27	79.4	80.4	79.4	80.2	1005 	"80,254"	1.2626	0.4458	"225,416"	"18,078"	80	80.2	1.2547	0.056	0.064	586	14.82	15.95	3.11	3.11
2018/2/26	79.4	79.7	79.1	79.2	526 	"41,736"	-0.1261	0.2333	"225,416"	"17,852"	79.2	79.4	-0.1262	0.055	0.038	421	14.64	15.75	3.07	3.07
2018/2/23	79.6	79.9	79.1	79.3	674 	"53,741"	0	0.299	"225,416"	"17,875"	79.2	79.3	0	0.055	0.046	520	14.66	15.77	3.07	3.07
2018/2/22	79.5	79.6	79	79.3	448 	"35,642"	0	0.1987	"225,416"	"17,875"	79.3	79.4	0	0.056	0.03	390	14.66	15.77	3.07	3.07
2018/2/21	77.2	79.7	77.2	79.3	757 	"59,649"	3.2552	0.3358	"225,416"	"17,875"	79.1	79.3	3.2033	0.056	0.042	699	14.66	15.77	3.07	3.07
2018/2/12	77.4	77.5	76.5	76.8	637 	"48,954"	-0.5181	0.2826	"225,416"	"17,311"	76.7	76.8	-0.5195	0.056	0.05	526	14.2	15.27	2.98	2.98
2018/2/9	75.4	77.4	74.8	77.2	759 	"57,708"	-0.8986	0.3367	"225,416"	"17,402"	76.9	77.2	-0.9026	0.056	0.045	610	14.27	15.35	2.99	2.99
2018/2/8	78.6	79.2	77.6	77.9	618 	"48,385"	-0.8906	0.2742	"225,416"	"17,559"	77.9	78	-0.8946	0.056	0.048	497	14.4	15.49	3.02	3.02
2018/2/7	78.3	80.6	78.3	78.6	1476 	"117,484"	1.6818	0.6548	"225,416"	"17,717"	78.6	78.8	1.6678	0.056	0.076	"1,082"	14.53	15.63	3.05	3.05
2018/2/6	80.4	80.4	76.5	77.3	2241 	"176,028"	-4.803	0.9942	"225,416"	"17,424"	77.2	77.3	-4.9221	0.056	0.083	"1,490"	14.29	15.37	3	3
2018/2/5	81.6	81.6	80.7	81.2	527 	"42,796"	-0.9756	0.2338	"225,416"	"18,303"	81.2	81.3	-0.9804	0.056	0.037	437	15.01	16.15	3.15	3.15
2018/2/2	82.2	82.5	81.9	82	617 	"50,673"	-0.3645	0.2737	"225,416"	"18,484"	82	82.3	-0.3652	0.056	0.046	482	15.16	16.31	3.18	3.18
2018/2/1	82	83.4	82	82.3	555 	"45,921"	0.3659	0.2462	"225,416"	"18,551"	82.3	82.7	0.3652	0.056	0.041	460	15.21	16.37	3.19	3.19
2018/1/31	82.1	82.4	81.6	82	1354 	"111,046"	-0.1218	0.6007	"225,416"	"18,484"	82	82.1	-0.1219	0.056	0.091	745	15.16	16.31	3.18	3.18
2018/1/30	83	83.3	81.8	82.1	999 	"82,654"	-0.7255	0.4432	"225,416"	"18,506"	82.1	82.5	-0.7282	0.056	0.067	766	15.18	16.33	3.18	3.18
2018/1/29	83.7	84.2	82.5	82.7	682 	"56,916"	-1.0766	0.3026	"225,416"	"18,641"	82.7	82.8	-1.0824	0.056	0.048	632	15.29	16.45	3.21	3.21
2018/1/26	84.8	85	83.6	83.6	970 	"81,497"	-1.7626	0.4303	"225,416"	"18,844"	83.6	83.8	-1.7784	0.057	0.065	795	15.45	16.63	3.24	3.24
2018/1/25	84.9	85.2	84.3	85.1	749 	"63,508"	0.949	0.3323	"225,416"	"19,182"	85	85.1	0.9445	0.058	0.043	590	15.73	16.92	3.3	3.3
2018/1/24	85.5	85.6	84.2	84.3	827 	"70,030"	-0.2367	0.3669	"225,416"	"19,002"	84.3	84.5	-0.237	0.057	0.053	637	15.58	16.77	3.27	3.27
2018/1/23	83.2	85.7	83.2	84.5	3364 	"285,501"	4.064	1.4924	"225,416"	"19,047"	84.4	84.5	3.9836	0.057	0.191	"2,270"	15.62	16.81	3.28	3.28
2018/1/22	81.1	81.5	80.5	81.2	897 	"72,699"	0.1233	0.3979	"225,416"	"18,303"	81.2	81.4	0.1232	0.055	0.053	714	15.01	16.15	3.15	3.15
2018/1/19	81.8	81.8	80.5	81.1	736 	"59,513"	-0.3686	0.3265	"225,416"	"18,281"	80.8	81.1	-0.3692	0.055	0.048	567	14.99	16.13	3.14	3.14
2018/1/18	82.1	82.2	81.2	81.4	636 	"51,877"	-0.6105	0.2821	"225,416"	"18,348"	81.3	81.5	-0.6124	0.056	0.038	533	15.05	16.19	3.16	3.15
2018/1/17	82	82.6	81	81.9	798 	"65,206"	-0.2436	0.354	"225,416"	"18,461"	81.8	81.9	-0.2439	0.056	0.05	506	15.14	16.29	3.17	3.17
2018/1/16	81.1	82.3	81.1	82.1	501 	"41,080"	0.984	0.2223	"225,416"	"18,506"	81.8	82.2	0.9792	0.056	0.033	467	15.18	16.33	3.18	3.18
2018/1/15	82.4	82.5	81.3	81.3	662 	"54,107"	-1.0949	0.2937	"225,416"	"18,326"	81.3	81.4	-1.1009	0.056	0.048	547	15.03	16.17	3.15	3.15
2018/1/12	81.5	82.3	81.5	82.2	311 	"25,575"	0.8589	0.138	"225,416"	"18,529"	82.2	82.3	0.8552	0.057	0.022	280	15.19	16.35	3.19	3.19
2018/1/11	81.5	81.9	80.9	81.5	509 	"41,412"	0.3695	0.2258	"225,416"	"18,371"	81.5	81.7	0.3688	0.057	0.036	415	15.06	16.21	3.16	3.16
2018/1/10	82.1	82.7	81.2	81.2	729 	"59,554"	-0.9756	0.3234	"225,416"	"18,303"	81.2	81.3	-0.9804	0.057	0.047	638	15.01	16.15	3.15	3.15
2018/1/9	83.5	83.5	82	82	1290 	"106,325"	-1.7964	0.5723	"225,416"	"18,484"	82	82.1	-1.8127	0.057	0.087	937	15.16	16.31	3.18	3.18
2018/1/8	84.9	84.9	83.5	83.5	618 	"51,843"	-0.949	0.2742	"225,416"	"18,822"	83.5	83.6	-0.9535	0.058	0.04	457	15.43	16.61	3.24	3.24
2018/1/5	84.5	84.6	83.9	84.3	449 	"37,853"	0	0.1992	"225,416"	"19,002"	84.2	84.3	0	0.059	0.028	369	15.58	16.77	3.27	3.27
2018/1/4	84.8	85	83.8	84.3	585 	"49,454"	-0.5896	0.2595	"225,416"	"19,002"	84.3	84.4	-0.5914	0.059	0.037	446	15.58	16.77	3.27	3.27
2018/1/3	86	86.1	84.6	84.8	477 	"40,602"	-0.7026	0.2116	"225,416"	"19,115"	84.7	84.9	-0.7051	0.059	0.031	438	15.67	16.86	3.29	3.29
2018/1/2	86.2	86.4	85	85.4	614 	"52,609"	-1.0429	0.2724	"225,416"	"19,250"	85.4	85.5	-1.0483	0.06	0.055	511	15.79	16.98	3.31	3.31
2017/12/29	84.8	86.3	84.8	86.3	849 	"72,775"	1.889	0.3766	"225,416"	"19,453"	86.2	86.3	1.8714	0.061	0.071	607	15.95	17.16	3.34	3.34
2017/12/28	84.5	85.3	84.3	84.7	424 	"35,997"	0.8333	0.1881	"225,416"	"19,092"	84.7	84.8	0.8299	0.061	0.036	337	15.66	16.85	3.28	3.28
2017/12/27	83.7	84.4	83	84	399 	"33,541"	-0.1189	0.177	"225,416"	"18,934"	84	84.1	-0.119	0.061	0.039	268	15.53	16.71	3.26	3.26
2017/12/26	84.5	85.4	84	84.1	479 	"40,550"	0.2384	0.2125	"225,416"	"18,957"	84.1	84.2	0.2381	0.061	0.045	375	15.55	16.73	3.26	3.26
2017/12/25	84.1	84.7	83.6	83.9	338 	"28,501"	-0.7101	0.1499	"225,416"	"18,912"	83.9	84	-0.7126	0.06	0.038	259	15.51	16.69	3.25	3.25
2017/12/22	83.3	84.6	83.1	84.5	395 	"33,233"	1.5625	0.1752	"225,416"	"19,047"	84.5	84.6	1.5504	0.061	0.039	310	15.62	16.81	3.28	3.28
2017/12/21	84	84.1	83.2	83.2	380 	"31,723"	-0.2398	0.1686	"225,416"	"18,754"	83.2	83.5	-0.2401	0.06	0.035	334	15.38	16.55	3.22	3.22
2017/12/20	83.1	84.3	83.1	83.4	620 	"51,980"	-0.1198	0.275	"225,416"	"18,799"	83.4	84	-0.1198	0.06	0.054	425	15.42	16.59	3.23	3.23
2017/12/19	84.3	84.5	83.4	83.5	1340 	"112,290"	-0.949	0.5945	"225,416"	"18,822"	83.5	83.8	-0.9535	0.06	0.106	"1,065"	15.43	16.61	3.24	3.24
2017/12/18	83.5	85.5	83.5	84.3	772 	"65,240"	1.3221	0.3425	"225,416"	"19,002"	84.2	84.4	1.3135	0.061	0.073	621	15.58	16.77	3.27	3.27
